epoca,anio,campana,etiqueta,estacion,temperatura,salinidad,turbidez,br440_compendio,br443_compendio,br440_flag,aphy440,aphy443,aphy675,aphy676,aphy677,ap440,ap676,ad440,ad676,br440_espectro,br443_espectro
Humeda,2022,Humeda 2022,E11,SC-22-0459,30.2,15.2,5.81,1.9094150228120326,1.8795451910437841,,0.23385282842507032,0.23019456421318685,0.12749479748159226,0.12247354589295664,0.12178760498417818,0.5678123267778697,0.14997106232981242,0.3339594983527994,0.02749751643685578,1.9094150228120326,1.890131300661444
Humeda,2022,Humeda 2022,E12,SC-22-0463,30.5,19.3,4.88,1.6455896588984036,1.6158182613071435,,0.2285072519376259,0.2243731835122838,0.14008932081166786,0.13886040830530863,0.1350961955684951,0.5244111995179195,0.1616758224124735,0.2959039475802936,0.022815414107164856,1.6455896588984036,1.660840133714383
Humeda,2022,Humeda 2022,E33,SC-22-0464,30.6,18.9,3.49,2.0086667732373056,1.9624946390834093,,0.2532520634712493,0.24743069558428016,0.13032777584579108,0.12607967973856155,0.12456668132404748,0.47220609450945994,0.1442376777341108,0.21895403103821068,0.01815799799554927,2.0086667732373056,1.9863312801969453
Humeda,2022,Humeda 2022,E24,SC-22-0465,30.3,19.0,3.11,2.143304861637562,2.127588449812184,,0.2314397920551386,0.22974269186662913,0.10855323932977282,0.10798267488569512,0.10490796331102906,0.41353575411636456,0.12146693920458762,0.18209596206122597,0.013484264318892505,2.143304861637562,2.18994521117041
Humeda,2022,Humeda 2022,E25,SC-22-0466,30.2,22.8,3.83,1.8090012734573575,1.794928971995741,,0.1896757678856395,0.18820027164093595,0.10480052591261838,0.10485109693877206,0.10221268848210864,0.3954803291424298,0.12132487975610601,0.2058045612567903,0.016473782817333946,1.8090012734573575,1.841261338839342
Humeda,2022,Humeda 2022,E27,SC-22-0468,30.4,20.0,2.52,1.8267984852386654,1.777732356859353,,0.17724611185605885,0.17248544419110448,0.10006887545979234,0.09702554128891902,0.09734810167908087,0.3507108179618005,0.11329642225131427,0.17346470610574163,0.016270880962395252,1.8267984852386654,1.7718418871661457
Humeda,2022,Humeda 2022,E28,SC-22-0469,30.2,19.7,3.41,1.8449344053744772,1.8078783386586115,,0.25091367698182787,0.24587399972984744,0.13936106426979672,0.1360014080993294,0.13300449428191885,0.4581982537611323,0.1572415975420152,0.20728457677930442,0.021240189442685804,1.8449344053744772,1.8486142220780017
Humeda,2022,Humeda 2022,E29,SC-22-0470,31.6,18.8,5.3,1.70386684977882,1.664969460808334,,0.5772073384891305,0.56403033562371,0.35006839267923995,0.33876317187816535,0.3342216058597284,0.9663908569844046,0.3833814102372719,0.38918351849527416,0.044618238359106534,1.70386684977882,1.6875938770410657
Humeda,2022,Humeda 2022,E30,SC-22-0471,32.8,16.1,6.52,1.4527822940234372,1.4301084330182827,,1.8376073496289878,1.8089274477614161,1.2710176887972122,1.264888316156297,1.2513820744599051,2.5456444578537907,1.3599260851118946,0.7080371082248028,0.09503776895559769,1.4527822940234372,1.4455436790095837
Humeda,2022,Humeda 2022,E31,SC-22-0473,30.7,21.0,2.44,2.0338285312973126,1.9632924768428508,,0.27071303198132873,0.2613243205577618,0.13871345800377777,0.13310514028862097,0.1328278741172669,0.46416358168605876,0.15013132115011213,0.19345054970473002,0.017026180861491155,2.0338285312973126,1.9673906722850354
Humeda,2022,Humeda 2022,E18,SC-22-0474,31.3,21.1,3.28,1.6808825469253337,1.7005981380228992,,0.20955375009438512,0.21201167082024405,0.12669875439393566,0.12466888330639184,0.12185755573722226,0.41764863956854537,0.14561615859584856,0.20809488947416024,0.020947275289456727,1.6808825469253337,1.7398319664102992
Humeda,2022,Humeda 2022,E10,SC-22-0475,30.2,16.9,2.1,2.0068400604227183,1.9450489818692218,,0.3164621468269467,0.30671820272326306,0.16204159258223866,0.1576917628205446,0.15796741864445354,0.6705805395119272,0.18777348871945737,0.3541183926849805,0.030081725898912778,2.0068400604227183,1.9416548384171013
Humeda,2022,Humeda 2022,E13,SC-22-0479,31.2,18.7,4.71,1.9131186612231665,1.8436562665469998,,0.36764440376196844,0.3542958011937042,0.20065606512841522,0.1921702041873933,0.19305778871754914,0.6770278986597724,0.21682986109770155,0.309383494897804,0.024659656910308258,1.9131186612231665,1.8351800440025363
Humeda,2023,Humeda 2023,E3,SC-23-0513,29.3,15.7,4.71,3.0747745455769095,2.9712706615609306,,0.22112650544351062,0.21368288581123296,0.0736949180125761,0.07191633147919839,0.06904329379251833,0.45082149054559545,0.08774903347625762,0.22969498510208483,0.015832701997059235,3.0747745455769095,3.0949115268655976
Humeda,2023,Humeda 2023,E2,SC-23-0516,29.8,17.9,2.96,1.5344127712338824,1.5278824896554546,,0.29897780301868837,0.29770538840117855,0.19463621327085567,0.19484835412199314,0.18897698277243283,0.8387286788017728,0.23218020695575908,0.5397508757830844,0.03733185283376594,1.5344127712338824,1.5753526383669545
Humeda,2023,Humeda 2023,E1,SC-23-0519,29.7,17.9,0.89,2.261504107543051,2.232251574698576,,0.233494943196214,0.23047468845863286,0.10754789346009395,0.10324763170555908,0.1015197438524043,0.3869413207455939,0.11380435319879142,0.1534463775493799,0.010556721493232354,2.261504107543051,2.2702449761271195
Humeda,2023,Humeda 2023,E4,SC-23-0522,31.7,0.0,15.4,6.4329764015439705,5.972158159823826,,0.42206948770969355,0.39183506633618714,0.06726766612002055,0.06561029628655146,0.06682949668387542,2.1057443053476557,0.19771669159820496,1.6836748176379621,0.1321063953116535,6.4329764015439705,5.863205407481827
Humeda,2023,Humeda 2023,E5,SC-23-0523,30.6,18.8,34.8,4.137997023629507,4.137634674321524,,0.27364134914875715,0.27361738737378893,0.06834513126781874,0.06612893812783406,0.06665577917438867,0.6716112041909397,0.08777899837374512,0.3979698550421825,0.021650060245911054,4.137997023629507,4.104931196707422
Humeda,2023,Humeda 2023,E24,SC-23-0526,30.0,30.7,9.01,2.923379705021119,2.8195525030717103,,0.20164255851696827,0.19448099048364792,0.07015467261343468,0.06897583580081383,0.06813262186354231,0.26169712821471874,0.07155723049098667,0.06005456969775046,0.002581394690172835,2.923379705021119,2.854447475588995
Humeda,2023,Humeda 2023,E25,SC-23-0527,30.0,32.4,2.9,4.0481735458453105,3.9041626276254364,,0.06950629818060376,0.06703366065415034,0.019548416425158827,0.017169792103389172,0.018139936321002435,0.0955893380912351,0.017432669864020645,0.02608303991063134,0.00026287776063147134,4.0481735458453105,3.695363614729932
Humeda,2023,Humeda 2023,E27,SC-23-0528,30.4,32.2,3.14,4.840467925412392,4.9155615034879565,,0.0392232109288904,0.03983170814396326,0.007887228500061254,0.008103185793871096,0.007452627736228388,0.0393023943849682,0.008310177881558753,7.918345607780187e-05,0.00020699208768765792,4.840467925412392,5.344652859867816
Humeda,2023,Humeda 2023,E31,SC-23-0530,31.2,33.7,4.24,3.1978261009681908,3.0600053990014717,,0.1033047127612496,0.09885246064381423,0.0342744574737459,0.03230466870289554,0.03178728599421694,0.15573140064275745,0.03401048207584201,0.05242668788150785,0.0017058133729464652,3.1978261009681908,3.1098112830959663
Humeda,2023,Humeda 2023,E12,SC-23-0532,30.2,30.5,9.07,2.7763891044859403,2.776578245073869,,0.08391458847473744,0.08392030512827647,0.03029363573181326,0.030224361685886447,0.031126906362738984,0.15659423817223175,0.03435143801963824,0.07267964969749431,0.004127076333751794,2.7763891044859403,2.6960695724241575
Humeda,2023,Humeda 2023,E13,SC-23-0538,31.9,29.5,1.09,3.1327960290265637,2.9942995020944667,,0.1635317668639355,0.15630225637430367,0.05489592039533081,0.05219994067559796,0.05299524792692317,0.2777035393236557,0.05704181308363375,0.11417177245972022,0.004841872408035791,3.1327960290265637,2.949363621995576
Humeda,2023,Humeda 2023,E14,SC-23-0541,31.5,16.1,6.41,2.105534710650951,2.0565213093827337,,0.35399650034056185,0.3457560413108589,0.17280284516279595,0.16812665141536404,0.1653811449267844,0.8946189278012543,0.20694016047050753,0.5406224274606924,0.0388135090551435,2.105534710650951,2.090661794994393
Humeda,2023,Humeda 2023,E10,SC-23-0544,30.7,25.0,0.83,2.3561332307069676,2.319920115654673,,0.22165332647023894,0.218246576245515,0.0967337478809245,0.0940750393829516,0.09252780364693072,0.4066369829575327,0.10400922611561011,0.18498365648729376,0.009934186732658511,2.3561332307069676,2.3587134638827507
Humeda,2023,Humeda 2023,E9,SC-23-0545,31.5,26.0,3.98,2.004922805731761,1.9688247234804797,,0.3409674486107699,0.3348284237217449,0.16835963812494092,0.1700651255180485,0.16284026358661233,1.0159607336930154,0.21930680857569265,0.6749932850822455,0.04924168305764415,2.004922805731761,2.056177117053453
Humeda,2023,Humeda 2023,E7,SC-23-0548,32.1,14.3,35.4,1.7723556686894133,1.6938989721484126,,0.5902053487504656,0.5640787858027295,0.3373369302416333,0.3330061562569431,0.3243395058010415,1.4916816133938953,0.3979824544539828,0.9014762646434297,0.06497629819703968,1.7723556686894133,1.7391615135183394
